"住所CD","都道府県CD","市区町村CD","町域CD","郵便番号","事業所フラグ","廃止フラグ","都道府県","都道府県カナ","市区町村","市区町村カナ","町域","町域カナ","町域補足","京都通り名","字丁目","字丁目カナ","補足","事業所名","事業所名カナ","事業所住所","新住所CD"
163601700,13,13104,131040067,"163-6017",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー １７階","スミトモフドウサンシンジュクオークタワー　１７カイ",,,,,
163601800,13,13104,131040067,"163-6018",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー １８階","スミトモフドウサンシンジュクオークタワー　１８カイ",,,,,
163601900,13,13104,131040067,"163-6019",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー １９階","スミトモフドウサンシンジュクオークタワー　１９カイ",,,,,
163602000,13,13104,131040067,"163-6020",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ２０階","スミトモフドウサンシンジュクオークタワー　２０カイ",,,,,
163602100,13,13104,131040067,"163-6021",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ２１階","スミトモフドウサンシンジュクオークタワー　２１カイ",,,,,
163602200,13,13104,131040067,"163-6022",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ２２階","スミトモフドウサンシンジュクオークタワー　２２カイ",,,,,
163602300,13,13104,131040067,"163-6023",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ２３階","スミトモフドウサンシンジュクオークタワー　２３カイ",,,,,
163602400,13,13104,131040067,"163-6024",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ２４階","スミトモフドウサンシンジュクオークタワー　２４カイ",,,,,
163602500,13,13104,131040067,"163-6025",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ２５階","スミトモフドウサンシンジュクオークタワー　２５カイ",,,,,
163602600,13,13104,131040067,"163-6026",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ２６階","スミトモフドウサンシンジュクオークタワー　２６カイ",,,,,
163602700,13,13104,131040067,"163-6027",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ２７階","スミトモフドウサンシンジュクオークタワー　２７カイ",,,,,
163602800,13,13104,131040067,"163-6028",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ２８階","スミトモフドウサンシンジュクオークタワー　２８カイ",,,,,
163602900,13,13104,131040067,"163-6029",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ２９階","スミトモフドウサンシンジュクオークタワー　２９カイ",,,,,
163603000,13,13104,131040067,"163-6030",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ３０階","スミトモフドウサンシンジュクオークタワー　３０カイ",,,,,
163603100,13,13104,131040067,"163-6031",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ３１階","スミトモフドウサンシンジュクオークタワー　３１カイ",,,,,
163603200,13,13104,131040067,"163-6032",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ３２階","スミトモフドウサンシンジュクオークタワー　３２カイ",,,,,
163603300,13,13104,131040067,"163-6033",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ３３階","スミトモフドウサンシンジュクオークタワー　３３カイ",,,,,
163603400,13,13104,131040067,"163-6034",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ３４階","スミトモフドウサンシンジュクオークタワー　３４カイ",,,,,
163603500,13,13104,131040067,"163-6035",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ３５階","スミトモフドウサンシンジュクオークタワー　３５カイ",,,,,
163603600,13,13104,131040067,"163-6036",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ３６階","スミトモフドウサンシンジュクオークタワー　３６カイ",,,,,
163603700,13,13104,131040067,"163-6037",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ３７階","スミトモフドウサンシンジュクオークタワー　３７カイ",,,,,
163603800,13,13104,131040067,"163-6038",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"住友不動産新宿オークタワー ３８階","スミトモフドウサンシンジュクオークタワー　３８カイ",,,,,
163149000,13,13104,131040067,"163-1490",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ","トウキョウオペラシティ　",,,,,
163140100,13,13104,131040067,"163-1401",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ １階","トウキョウオペラシティ　０１カイ",,,,,
163140200,13,13104,131040067,"163-1402",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ２階","トウキョウオペラシティ　０２カイ",,,,,
163140300,13,13104,131040067,"163-1403",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ３階","トウキョウオペラシティ　０３カイ",,,,,
163140400,13,13104,131040067,"163-1404",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ４階","トウキョウオペラシティ　０４カイ",,,,,
163140500,13,13104,131040067,"163-1405",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ５階","トウキョウオペラシティ　０５カイ",,,,,
163140600,13,13104,131040067,"163-1406",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ６階","トウキョウオペラシティ　０６カイ",,,,,
163140700,13,13104,131040067,"163-1407",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ７階","トウキョウオペラシティ　０７カイ",,,,,
163140800,13,13104,131040067,"163-1408",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ８階","トウキョウオペラシティ　０８カイ",,,,,
163140900,13,13104,131040067,"163-1409",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ９階","トウキョウオペラシティ　０９カイ",,,,,
163141000,13,13104,131040067,"163-1410",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ １０階","トウキョウオペラシティ　１０カイ",,,,,
163141100,13,13104,131040067,"163-1411",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ １１階","トウキョウオペラシティ　１１カイ",,,,,
163141200,13,13104,131040067,"163-1412",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ １２階","トウキョウオペラシティ　１２カイ",,,,,
163141300,13,13104,131040067,"163-1413",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ １３階","トウキョウオペラシティ　１３カイ",,,,,
163141400,13,13104,131040067,"163-1414",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ １４階","トウキョウオペラシティ　１４カイ",,,,,
163141500,13,13104,131040067,"163-1415",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ １５階","トウキョウオペラシティ　１５カイ",,,,,
163141600,13,13104,131040067,"163-1416",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ １６階","トウキョウオペラシティ　１６カイ",,,,,
163141700,13,13104,131040067,"163-1417",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ １７階","トウキョウオペラシティ　１７カイ",,,,,
163141800,13,13104,131040067,"163-1418",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ １８階","トウキョウオペラシティ　１８カイ",,,,,
163141900,13,13104,131040067,"163-1419",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ １９階","トウキョウオペラシティ　１９カイ",,,,,
163142000,13,13104,131040067,"163-1420",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ２０階","トウキョウオペラシティ　２０カイ",,,,,
163142100,13,13104,131040067,"163-1421",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ２１階","トウキョウオペラシティ　２１カイ",,,,,
163142200,13,13104,131040067,"163-1422",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ２２階","トウキョウオペラシティ　２２カイ",,,,,
163142300,13,13104,131040067,"163-1423",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ２３階","トウキョウオペラシティ　２３カイ",,,,,
163142400,13,13104,131040067,"163-1424",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ２４階","トウキョウオペラシティ　２４カイ",,,,,
163142500,13,13104,131040067,"163-1425",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ２５階","トウキョウオペラシティ　２５カイ",,,,,
163142600,13,13104,131040067,"163-1426",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ２６階","トウキョウオペラシティ　２６カイ",,,,,
163142700,13,13104,131040067,"163-1427",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ２７階","トウキョウオペラシティ　２７カイ",,,,,
163142800,13,13104,131040067,"163-1428",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ２８階","トウキョウオペラシティ　２８カイ",,,,,
163142900,13,13104,131040067,"163-1429",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ２９階","トウキョウオペラシティ　２９カイ",,,,,
163143000,13,13104,131040067,"163-1430",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ３０階","トウキョウオペラシティ　３０カイ",,,,,
163143100,13,13104,131040067,"163-1431",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ３１階","トウキョウオペラシティ　３１カイ",,,,,
163143200,13,13104,131040067,"163-1432",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ３２階","トウキョウオペラシティ　３２カイ",,,,,
163143300,13,13104,131040067,"163-1433",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ３３階","トウキョウオペラシティ　３３カイ",,,,,
163143400,13,13104,131040067,"163-1434",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ３４階","トウキョウオペラシティ　３４カイ",,,,,
163143500,13,13104,131040067,"163-1435",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ３５階","トウキョウオペラシティ　３５カイ",,,,,
163143600,13,13104,131040067,"163-1436",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ３６階","トウキョウオペラシティ　３６カイ",,,,,
163143700,13,13104,131040067,"163-1437",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ３７階","トウキョウオペラシティ　３７カイ",,,,,
163143800,13,13104,131040067,"163-1438",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ３８階","トウキョウオペラシティ　３８カイ",,,,,
163143900,13,13104,131040067,"163-1439",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ３９階","トウキョウオペラシティ　３９カイ",,,,,
163144000,13,13104,131040067,"163-1440",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ４０階","トウキョウオペラシティ　４０カイ",,,,,
163144100,13,13104,131040067,"163-1441",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ４１階","トウキョウオペラシティ　４１カイ",,,,,
163144200,13,13104,131040067,"163-1442",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ４２階","トウキョウオペラシティ　４２カイ",,,,,
163144300,13,13104,131040067,"163-1443",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ４３階","トウキョウオペラシティ　４３カイ",,,,,
163144400,13,13104,131040067,"163-1444",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ４４階","トウキョウオペラシティ　４４カイ",,,,,
163144500,13,13104,131040067,"163-1445",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ４５階","トウキョウオペラシティ　４５カイ",,,,,
163144600,13,13104,131040067,"163-1446",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ４６階","トウキョウオペラシティ　４６カイ",,,,,
163144700,13,13104,131040067,"163-1447",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ４７階","トウキョウオペラシティ　４７カイ",,,,,
163144800,13,13104,131040067,"163-1448",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ４８階","トウキョウオペラシティ　４８カイ",,,,,
163144900,13,13104,131040067,"163-1449",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ４９階","トウキョウオペラシティ　４９カイ",,,,,
163145000,13,13104,131040067,"163-1450",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ５０階","トウキョウオペラシティ　５０カイ",,,,,
163145100,13,13104,131040067,"163-1451",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ５１階","トウキョウオペラシティ　５１カイ",,,,,
163145200,13,13104,131040067,"163-1452",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ５２階","トウキョウオペラシティ　５２カイ",,,,,
163145300,13,13104,131040067,"163-1453",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ５３階","トウキョウオペラシティ　５３カイ",,,,,
163145400,13,13104,131040067,"163-1454",0,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,"東京オペラシティ ５４階","トウキョウオペラシティ　５４カイ",,,,,
163083600,13,13104,131040067,"163-0836",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"株式会社　エヌ・ティ・ティ・ドコモ　新宿支店","カブシキガイシヤ　エヌ・テイ・テイ・ドコモ　シンジユクシテン","西新宿２丁目４－１新宿ＮＳビル",
163107100,13,13104,131040067,"163-1071",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"日本ロレアル　株式会社","ニホンロレアル　カブシキカイシヤ","西新宿３丁目７－１",
163106600,13,13104,131040067,"163-1066",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"株式会社　ＪＴＢ法人東京","カブシキガイシヤ　ジエイテイ－ビ－ホウジントウキヨウ","西新宿３丁目７－１新宿パークタワー２７Ｆ",
163106500,13,13104,131040067,"163-1065",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"株式会社　ＪＴＢ法人東京","カブシキガイシヤ　ジエイテイ－ビ－ホウジントウキヨウ","西新宿３丁目７－１新宿パークタワー２６Ｆ",
163106100,13,13104,131040067,"163-1061",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"株式会社　ＮＩＰＰＯ　関東第一支店","カブシキガイシヤ　ニツポ　カントウダイイチシテン","西新宿３－７－１",
163105500,13,13104,131040067,"163-1055",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"パークタワーホテル　（株）　パークハイアット東京","パ－クタワ－ホテル　カブシキガイシヤ　パ－クハイアツトトウキヨウ","西新宿３丁目７－１新宿パークタワー",
163105300,13,13104,131040067,"163-1053",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"東京ガス都市開発　（株）","トウキヨウガストシカイハツ　カブシキガイシヤ","西新宿３丁目７－１新宿パークタワー",
163094300,13,13104,131040067,"163-0943",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"有限会社　東京エイドセンター","ユウゲンガイシヤ　トウキヨウエイドセンタ－","西新宿２丁目３－１新宿モノリス１６Ｆ",
163093800,13,13104,131040067,"163-0938",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"エボニック　デグサ　ジャパン　株式会社","エボニツク　デグサ　ジヤパン　カブシキガイシヤ","西新宿２丁目３－１新宿モノリス",
163093600,13,13104,131040067,"163-0936",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"旭化成ホームズ　株式会社　集合住宅営業本部","アサヒカセイホ－ムズ　カブシキガイシヤ　シユウゴウジユウタクエイギヨウホンブ","西新宿２－３－１新宿モノリス",
163066500,13,13104,131040067,"163-0665",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"東京建物不動産販売　（株）","トウキヨウタテモノフドウサンハンバイ　カブシキガイシヤ","西新宿１丁目２５－１新宿センタービル",
163085000,13,13104,131040067,"163-0850",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"ミサワホームホールディングス　株式会社","ミサワホ－ムホ－ルデイングス　カブシキガイシヤ","西新宿２丁目４－１新宿ＮＳビル１６階",
163134900,13,13104,131040067,"163-1349",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"オータ事務所　株式会社","オ－タジムシヨ　カブシキガイシヤ","西新宿６丁目５－１新宿アイランドタワー２２Ｆ",
163083300,13,13104,131040067,"163-0833",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"ミサワホーム　（株）","ミサワホ－ム　カブシキガイシヤ","西新宿２丁目４－１新宿ＮＳビル",
163083100,13,13104,131040067,"163-0831",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"セントラル警備保障　（株）","セントラルケイビホシヨウ　カブシキガイシヤ","西新宿２丁目４－１新宿ＮＳビル",
163077700,13,13104,131040067,"163-0777",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"株式会社　日本システムディベロップメント","カブシキガイシヤ　ニツポンシステムデイベロツプメント","西新宿２丁目７－１小田急第一生命ビル",
163074000,13,13104,131040067,"163-0740",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"新宿税務署","シンジユクゼイムシヨ","西新宿２－７－１小田急第一生命ビル５階・６階・８階",
163072700,13,13104,131040067,"163-0727",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"積水化成品工業　株式会社　東京本部","セキスイカセイヒンコウギヨウ　カブシキガイシヤ　トウキヨウホンブ","西新宿２丁目７－１小田急第一生命ビル",
163067700,13,13104,131040067,"163-0677",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"芙蓉総合リース　（株）　新宿支店","フヨウソウゴウリ－ス　カブシキガイシヤ　シンジユクシテン","西新宿１丁目２５－１新宿センタービル",
163067600,13,13104,131040067,"163-0676",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"株式会社　みずほ銀行　新宿新都心支店","カブシキガイシヤ　ミズホギンコウ　シンジユクシントシンシテン","西新宿１丁目２５－１新宿センタービル",
163067500,13,13104,131040067,"163-0675",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"（株）　ナック","カブシキガイシヤ　ナツク","西新宿１丁目２５－１新宿センタービル",
169870100,13,13104,131040067,"169-8701",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"安田生命保険　相互会社","ヤスダセイメイホケン　ソウゴガイシヤ","西新宿１丁目９－１",
163086700,13,13104,131040067,"163-0867",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"株式会社　京王エージェンシー","カブシキガイシヤ　ケイオウエ－ジエンシ－","西新宿２－４－１新宿ＮＳビル２３階",
163800100,13,13104,131040067,"163-8001",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"東京都庁","トウキヨウトチヨウ","西新宿２丁目８－１",
163868000,13,13104,131040067,"163-8680",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"（株）　ロッテリア","カブシキガイシヤ　ロツテリア","西新宿３丁目２０－１",
163867700,13,13104,131040067,"163-8677",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"学校法人　工学院大学","ガツコウホウジン　コウガクインダイガク","西新宿１丁目２４－２",
163866600,13,13104,131040067,"163-8666",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"商工組合中央金庫　新宿支店","シヨウコウクミアイチユウオウキンコ　シンジユクシテン","西新宿１丁目２２－２",
163862600,13,13104,131040067,"163-8626",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"損保ジャパン日本興亜ひまわり生命保険　株式会社","ソンポジヤパンニツポンコウアヒマワリセイメイホケン　カブシキガイシヤ","西新宿６丁目１３番１号新宿セントラルパークビル",
163860200,13,13104,131040067,"163-8602",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"三菱ＵＦＪ信託銀行　株式会社　新宿支店","ミツビシユ－エフジエイシンタクギンコウ　カブシキガイシヤ　シンジユクシテン","西新宿１－１０－２",
163854800,13,13104,131040067,"163-8548",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"株式会社　ＫＤＤＩテレサーブ","カブシキガイシヤ　ケイデイデイアイテレサ－ブ","西新宿２丁目３－３ＫＤＤＩビルアネックス５Ｆ",
163853500,13,13104,131040067,"163-8535",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"ＫＤＤＩ総合サービス　株式会社","ケイデイデイアイソウゴウサ－ビス　カブシキガイシヤ","西新宿２丁目３－３ＫＤＤＩビルアネックス",
163833900,13,13104,131040067,"163-8339",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"東京都住宅供給公社","トウキヨウトジユウタクキヨウキユウコウシヤ","西新宿４丁目３３－４新宿中央公園ビル",
163801900,13,13104,131040067,"163-8019",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"日本電信電話　株式会社","ニホンデンシンデンワ　カブシキガイシヤ","西新宿３丁目１９－２",
163107300,13,13104,131040067,"163-1073",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"日本ミシュランタイヤ　株式会社","ニホンミシユランタイヤ　カブシキガイシヤ","西新宿３－７－１新宿パークタワー１３階",
163800300,13,13104,131040067,"163-8003",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"ＫＤＤＩ　株式会社","ケイデイデイアイ　カブシキガイシヤ","西新宿２丁目３－２",
163134500,13,13104,131040067,"163-1345",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"独立行政法人　都市再生機構　募集販売本部","ドクリツギヨウセイホウジン　トシサイセイキコウ　ボシユウハンバイホンブ","西新宿６丁目５－１新宿アイランドタワー",
163153700,13,13104,131040067,"163-1537",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"三信東栄　株式会社","サンシントウエイ　カブシキガイシヤ","西新宿１丁目６－１新宿エルタワー１０Ｆ",
163148800,13,13104,131040067,"163-1488",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"サノフィ　株式会社","サノフイ　カブシキガイシヤ","西新宿３丁目２０番２号東京オペラシティタワー",
163147000,13,13104,131040067,"163-1470",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"東京通販　株式会社","トウキヨウツウハン　カブシキガイシヤ","西新宿３丁目２０－２東京オペラシティタワー１５Ｆ",
163145500,13,13104,131040067,"163-1455",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"社団法人　電気通信協会","シヤダンホウジン　デンキツウシンキヨウカイ","西新宿３丁目２０－２東京オペラシティ１３Ｆ",
163138800,13,13104,131040067,"163-1388",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"日本シイエムケイ　（株）","ニツポンシイエムケイ　カブシキガイシヤ","西新宿６丁目５－１新宿アイランドタワー",
163138200,13,13104,131040067,"163-1382",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"独立行政法人　都市再生機構　東日本支社","ドクリツギヨウセイホウジン　トシサイセイキコウ　ヒガシニホンシシヤ","西新宿６丁目５－１新宿アイランドタワー",
163137100,13,13104,131040067,"163-1371",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"インセル　株式会社","インセル　カブシキガイシヤ","西新宿６丁目５－１新宿アイランドタワー",
163136300,13,13104,131040067,"163-1363",1,0,"東京都","トウキョウト","新宿区","シンジュクク","西新宿","ニシシンジュク",,,,,,"東日本住宅　（株）","ヒガシニホンジユウタク　カブシキガイシヤ","西新宿６丁目５－１新宿アイランドタワー２０Ｆ",
